Lipid,Mean_WT,Normalized_WT,Mean_KO,Normalized_KO,Mean_DKO,Normalized_DKO,Max_Val,Min_Val
SM d33:1,2.8276903336313923,1.0,2.457237429046277,0.0,2.6377303613163217,0.48722234334263304,2.8276903336313923,2.457237429046277
SM d34:0,1.628394012047585,1.0,1.4186374264220953,0.20030327042117296,1.3660988470592759,0.0,1.628394012047585,1.3660988470592759
SM d34:1,47.11222885765093,0.9515179475194289,41.91026477277532,0.0,47.37728102658003,1.0,47.37728102658003,41.91026477277532
SM d34:2,7.869564209337753,1.0,6.44614080402388,0.0,6.501627047091925,0.03898084214500458,7.869564209337753,6.44614080402388
SM d35:1,0.6486223854631892,1.0,0.6055009017287338,0.0,0.6255315180575948,0.46451593484608883,0.6486223854631892,0.6055009017287338
SM d36:0,0.06855357623429666,1.0,0.0391308381843169,0.06647708633062585,0.03703561602234153,0.0,0.06855357623429666,0.03703561602234153
SM d36:1,4.305774803386361,1.0,3.486343034903756,0.0,4.024180710209722,0.6563544348566254,4.305774803386361,3.486343034903756
SM d36:2,2.0122713212508607,1.0,1.3157516235164994,0.0,1.641326706708621,0.46743126468806545,2.0122713212508607,1.3157516235164994
SM d37:1,0.26907198010355987,1.0,0.20411972051137026,0.0,0.21602932170044392,0.18335930518583177,0.26907198010355987,0.20411972051137026
SM d38:1,3.341627893742478,1.0,2.7022169312135094,0.0,3.004406624838592,0.47260636950901774,3.341627893742478,2.7022169312135094
SM d38:2,1.7774390668343238,1.0,1.3911201213097948,0.0,1.3979206608915862,0.017603432760870362,1.7774390668343238,1.3911201213097948
SM d39:1,1.3381601353883725,1.0,1.025167177165535,0.2703638305410238,0.9091888599444466,0.0,1.3381601353883725,0.9091888599444466
SM d40:1,15.752332913304253,1.0,13.723751839286082,0.2540183985490817,13.032988267172735,0.0,15.752332913304253,13.032988267172735
SM d40:2,7.902225908911191,1.0,6.19704679369594,0.0,6.594659072667062,0.23317918652840722,7.902225908911191,6.19704679369594
SM d41:1,2.2504393395958973,1.0,1.988517942251887,0.4309498529659413,1.7901611045244041,0.0,2.2504393395958973,1.7901611045244041
SM d41:2,2.208926311263604,1.0,1.959994273309181,0.07720534960481111,1.9391674457914025,0.0,2.208926311263604,1.9391674457914025
SM d42:1,3.2534650669143486,1.0,3.0950300304810416,0.579390557632726,2.876785371989758,0.0,3.2534650669143486,2.876785371989758
SM d42:2,18.406119210284476,0.0,19.710610165238318,0.8775027621183099,19.892713909775534,1.0,19.892713909775534,18.406119210284476
TAG 40:0,0.08861798766734269,0.0,0.14527792806649664,1.0,0.09596003395993728,0.12958090391327387,0.14527792806649664,0.08861798766734269
TAG 42:0,0.21004766679476525,0.9865212140801346,0.2106931923757515,1.0,0.16280122459586083,0.0,0.2106931923757515,0.16280122459586083
TAG 44:0,0.3790756563134805,0.4751217351293811,0.4210197938776218,1.0,0.3411076687785183,0.0,0.4210197938776218,0.3411076687785183
TAG 44:1,0.37877464028849755,1.0,0.3675346925926771,0.8623487742353202,0.29711937253929815,0.0,0.37877464028849755,0.29711937253929815
TAG 46:0,1.9502942476055072,1.0,1.9255745123132675,0.932102364739489,1.5862206654049706,0.0,1.9502942476055072,1.5862206654049706
TAG 46:1,1.0837188912921243,1.0,1.0766341952284502,0.9618777077310166,0.897877598914271,0.0,1.0837188912921243,0.897877598914271
TAG 46:2,0.839178216178093,1.0,0.7785747131219518,0.6789075023232988,0.6504366432835401,0.0,0.839178216178093,0.6504366432835401
TAG 46:4,12.498966740801173,1.0,11.42164553127944,0.59534870331614,9.836622103948553,0.0,12.498966740801173,9.836622103948553
TAG 48:0,2.5413365662171508,1.0,2.330958651557304,0.4740855675945144,2.1413134793860915,0.0,2.5413365662171508,2.1413134793860915
TAG 48:1,6.888084261875717,1.0,6.350859199578835,0.0,6.35969230275892,0.016442090661815876,6.888084261875717,6.350859199578835
TAG 48:2,4.252654309759718,1.0,3.824999570661655,0.0,3.9316996231788908,0.24950045623782766,4.252654309759718,3.824999570661655
TAG 48:3,1.3855335645602278,1.0,1.320055033395181,0.588668452428742,1.2263468171500904,0.0,1.3855335645602278,1.2263468171500904
TAG 49:1,1.03757867746932,0.0,1.10965612286024,1.0,1.106501433810119,0.9562319525475513,1.10965612286024,1.03757867746932
TAG 49:3,0.41950771992875613,1.0,0.3356637585329669,0.22764315555068707,0.3109517305588819,0.0,0.41950771992875613,0.3109517305588819
TAG 50:0,2.8130297403881857,1.0,2.711145795353998,0.721860266036652,2.446724849021555,0.0,2.8130297403881857,2.446724849021555
TAG 50:1,40.86590262305278,1.0,34.31161294367631,0.0,35.419802225064046,0.16907847159620235,40.86590262305278,34.31161294367631
TAG 50:2,53.96076131821958,1.0,48.3236884610004,0.0,53.50492747427296,0.9191364285166455,53.96076131821958,48.3236884610004
TAG 50:3,20.716756298320796,1.0,18.773782635264503,0.0,20.55045765478347,0.914410243072602,20.716756298320796,18.773782635264503
TAG 50:4,4.855666714260608,1.0,4.540920288543354,0.06582071064350638,4.518743781689425,0.0,4.855666714260608,4.518743781689425
TAG 51:1,1.1732306503520955,1.0,1.1528571184494512,0.8406076444731011,1.0454106439578357,0.0,1.1732306503520955,1.0454106439578357
TAG 51:2,5.507790458172973,0.8333420274494878,5.142196317082429,0.0,5.5809047093730175,1.0,5.5809047093730175,5.142196317082429
TAG 51:3,2.2580959327007895,1.0,2.188422065343421,0.3647613310258009,2.148414531425455,0.0,2.2580959327007895,2.148414531425455
TAG 51:4,0.8588542087396186,1.0,0.8290222452180881,0.6264716107235816,0.7789888909271772,0.0,0.8588542087396186,0.7789888909271772
TAG 52:0,1.3527751403140185,0.7530303661162973,1.4039692741569305,1.0,1.1966800903092547,0.0,1.4039692741569305,1.1966800903092547
TAG 52:1,20.240880441897215,0.49234075408583083,21.551216363336366,1.0,18.97008358187868,0.0,21.551216363336366,18.97008358187868
TAG 52:2,236.02550313849707,1.0,215.49133298029122,0.0,233.33786361429708,0.8691137989267143,236.02550313849707,215.49133298029122
TAG 52:3,186.36864413335286,0.4514554207599237,194.63920416771768,1.0,179.5619244946191,0.0,194.63920416771768,179.5619244946191
TAG 52:4,65.33451565575588,0.45128393195788313,71.4098750705914,1.0,60.3379204319873,0.0,71.4098750705914,60.3379204319873
TAG 53:2,1.8352298168327907,1.0,1.7921181697900295,0.6220893941072975,1.721150861729314,0.0,1.8352298168327907,1.721150861729314
TAG 53:3,4.642115872104144,1.0,4.274608603659895,0.0,4.299273355198684,0.06711364279460683,4.642115872104144,4.274608603659895
TAG 53:4,1.2427031474543702,1.0,1.219965964681048,0.7672857970896747,1.1449988282122658,0.0,1.2427031474543702,1.1449988282122658
TAG 54:2,16.689318693148678,0.0,17.90416309288085,1.0,17.14136696017558,0.3721038407277204,17.90416309288085,16.689318693148678
TAG 54:3,73.09860409242535,1.0,69.79969507021328,0.09936841355188589,69.43572009873574,0.0,73.09860409242535,69.43572009873574
TAG 54:4,84.15803542666106,1.0,83.3403006085942,0.8274436639781341,79.41909139876265,0.0,84.15803542666106,79.41909139876265
TAG 54:5,41.97941202667686,0.7237622972187016,44.0897833676067,1.0,36.45009001770706,0.0,44.0897833676067,36.45009001770706
TAG 54:6,33.92037842785057,1.0,32.77251000890248,0.2254351491609427,32.43842579637672,0.0,33.92037842785057,32.43842579637672
TAG 55:3,0.4427807677565878,0.0,0.4527429206468778,1.0,0.4516871484575752,0.8940216837736261,0.4527429206468778,0.4427807677565878
TAG 56:4,7.8725644553924425,0.5730448908892714,7.459335497672145,0.0,8.18044646871498,1.0,8.18044646871498,7.459335497672145
TAG 56:7,28.995482926307588,0.0,29.876925244278702,0.3292638604411353,31.672491926901188,1.0,31.672491926901188,28.995482926307588
TAG 58:8,8.600865621705182,0.0,8.861475359461839,0.15941022200115595,10.235702675973675,1.0,10.235702675973675,8.600865621705182
TAG 58:9,11.40082723514953,0.4494836282872046,10.454366842864268,0.0,12.560028390297774,1.0,12.560028390297774,10.454366842864268
